Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1,2:00:35,Kelvin KIPTUM,Men,Marathon,02 DEC 1999,KEN,1,"Chicago, IL (USA)",08 OCT 2023
2,2:01:09,Eliud KIPCHOGE,Men,Marathon,05 NOV 1984,KEN,1,Berlin (GER),25 SEP 2022
3,2:01:41,Kenenisa BEKELE,Men,Marathon,13 JUN 1982,ETH,1,Berlin (GER),29 SEP 2019
4,2:01:48,Sisay LEMMA,Men,Marathon,12 DEC 1990,ETH,1,Valencia (ESP),03 DEC 2023
5,2:02:16,Benson KIPRUTO,Men,Marathon,17 MAR 1991,KEN,1,Tokyo (JPN),03 MAR 2024
6,2:02:48,Birhanu LEGESE,Men,Marathon,11 SEP 1994,ETH,2,Berlin (GER),29 SEP 2019
7,2:02:55,Mosinet GEREMEW,Men,Marathon,12 FEB 1992,ETH,2,London (GBR),28 APR 2019
7,2:02:55,Timothy KIPLAGAT,Men,Marathon,18 SEP 1993,KEN,2,Tokyo (JPN),03 MAR 2024
9,2:02:57,Dennis KIMETTO,Men,Marathon,22 APR 1984,KEN,1,Berlin (GER),28 SEP 2014
10,2:03:00,Evans CHEBET,Men,Marathon,10 NOV 1988,KEN,1,Valencia (ESP),06 DEC 2020
10,2:03:00,Gabriel Gerald GEAY,Men,Marathon,10 SEP 1996,TAN,2,Valencia (ESP),04 DEC 2022
12,2:03:04,Lawrence CHERONO,Men,Marathon,07 AUG 1988,KEN,2,Valencia (ESP),06 DEC 2020
13,2:03:11,Alexander MUNYAO,Men,Marathon,10 SEP 1996,KEN,2,Valencia (ESP),03 DEC 2023
14,2:03:13,Emmanuel MUTAI,Men,Marathon,12 OCT 1984,KEN,2,Berlin (GER),28 SEP 2014
14,2:03:13,Wilson Kipsang KIPROTICH,Men,Marathon,15 MAR 1982,KEN,2,Berlin (GER),25 SEP 2016
14,2:03:13,Amos KIPRUTO,Men,Marathon,16 SEP 1992,KEN,2,Tokyo (JPN),06 MAR 2022
14,2:03:13,Vincent Kipkemoi NGETICH,Men,Marathon,03 JAN 1999,KEN,2,Berlin (GER),24 SEP 2023
18,2:03:16,Mule WASIHUN,Men,Marathon,20 OCT 1993,ETH,3,London (GBR),28 APR 2019
