Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1196,2:09:16,Hisanori KITAJIMA,Men,Marathon,16 OCT 1984,JPN,2,Otsu (JPN),06 MAR 2016
1196,2:09:16,Henry Kipsigei CHIRCHIR,Men,Marathon,14 MAY 1985,KEN,5,Wien (AUT),07 APR 2019
1196,2:09:16,Zach PANNING,Men,Marathon,29 MAR 1995,USA,10,"Chicago, IL (USA)",13 OCT 2024
1204,2:09:17,Yakov TOLSTIKOV,Men,Marathon,20 MAY 1959,URS,1,London (GBR),21 APR 1991
1204,2:09:17,Abraham LIMO,Men,Marathon,10 DEC 1963,KEN,2,Amsterdam (NED),15 OCT 2000
1204,2:09:17,Mark STEINLE,Men,Marathon,22 NOV 1974,GBR,8,London (GBR),14 APR 2002
1204,2:09:17,Mathew SIGEI,Men,Marathon,1982,KEN,1,Brescia (ITA),09 MAR 2003
1204,2:09:17,Ronald Kipchumba RUTTO,Men,Marathon,08 OCT 1987,KEN,7,Frankfurt (GER),31 OCT 2010
1204,2:09:17,Isaac TOROITICH KOSGEI,Men,Marathon,1981,KEN,1,Enschede (NED),21 APR 2013
1204,2:09:17,Eric TIROP,Men,Marathon,19 MAY 1987,KEN,9,Linz (AUT),23 OCT 2022
1211,2:09:18,Germán SILVA,Men,Marathon,09 JAN 1968,MEX,3,London (GBR),17 APR 1994
1211,2:09:18,Guangyu HU,Men,Marathon,04 DEC 1970,CHN,1,Beijing (CHN),04 OCT 1997
1211,2:09:18,Takeshi HAMANO,Men,Marathon,30 JUL 1974,JPN,5,Otsu (JPN),03 MAR 2002
1211,2:09:18,Yuko MATSUMIYA,Men,Marathon,21 FEB 1980,JPN,5,Otsu (JPN),06 MAR 2005
1211,2:09:18,Mikel Kiprotich MUTAI,Men,Marathon,20 NOV 1987,KEN,16,Dubai (UAE),27 JAN 2012
1211,2:09:18,Benjamin NGANDU,Men,Marathon,21 MAR 1990,KEN,10,Tokyo (JPN),22 FEB 2015
1211,2:09:18,Therence BIZOZA,Men,Marathon,01 JAN 2004,BDI,12,Amsterdam (NED),15 OCT 2023
1211,2:09:18,Isaac Kipkemboi TOO,Men,Marathon,12 NOV 1994,KEN,2,Buenos Aires (ARG),22 SEP 2024
1211,2:09:18,Andreu BLANES,Men,Marathon,14 OCT 1991,ESP,29,Valencia (ESP),01 DEC 2024
1220,2:09:19,Mathew KIPSAAT,Men,Marathon,23 MAR 1987,KEN,4,Roma (ITA),02 APR 2017
1220,2:09:19,Haruki MINATOYA,Men,Marathon,25 APR 1996,JPN,8,Oita (JPN),02 FEB 2020
1220,2:09:19,Alene BELAY,Men,Marathon,11 SEP 2000,ETH,8,Dubai (UAE),12 FEB 2023
1220,2:09:19,Debessay DESALE,Men,Marathon,11 DEC 1988,ERI,7,Shanghai (CHN),26 NOV 2023
1224,2:09:20,Paul KIOS KANGOGO,Men,Marathon,04 APR 1989,KEN,3,Roma (ITA),08 APR 2018
1224,2:09:20,Mathew Sang KIBIWOT,Men,Marathon,1986,KEN,3,Málaga (ESP),11 DEC 2022
1224,2:09:20,Elvis Kipchoge CHEBOI,Men,Marathon,29 SEP 1995,KEN,1,Toronto (CAN),15 OCT 2023
1224,2:09:20,Abraham CHEROBEN,Men,Marathon,11 OCT 1992,BRN,12,Hamburg (GER),28 APR 2024
1224,2:09:20,Mohamed CHAABOUD,Men,Marathon,30 JUL 1989,MAR,1,Aveiro (POR),28 APR 2024
1224,2:09:20,Edwin KIBICHIY,Men,Marathon,02 APR 1992,KEN,9,Amsterdam (NED),20 OCT 2024
1230,2:09:21,Alberto SALAZAR,Men,Marathon,07 AUG 1958,USA,5,Fukuoka (JPN),04 DEC 1983
1230,2:09:21,Moges TAYE,Men,Marathon,12 DEC 1973,ETH,1,Wien (AUT),24 MAY 1998
1230,2:09:21,Thomas CHEMITEI,Men,Marathon,22 MAY 1978,KEN,6,Eindhoven (NED),09 OCT 2005
1230,2:09:21,Peter KEMBOI,Men,Marathon,,KEN,1,Mombasa (KEN),27 MAY 2007
1230,2:09:21,Isaiah KOSGEI,Men,Marathon,01 JAN 1974,KEN,5,Hengshui (CHN),22 SEP 2012
1230,2:09:21,Koji GOKAYA,Men,Marathon,22 FEB 1988,JPN,11,Tokyo (JPN),22 FEB 2015
1230,2:09:21,Yohan DURAND,Men,Marathon,14 MAY 1985,FRA,15,Paris (FRA),17 OCT 2021
1230,2:09:21,Reo KUNIYUKI,Men,Marathon,09 JAN 1996,JPN,4,Hofu (JPN),04 DEC 2022
1230,2:09:21,Getinet MELE GEDAMU,Men,Marathon,1989,ETH,33,Sevilla (ESP),18 FEB 2024
1230,2:09:21,Tafere ADISU,Men,Marathon,14 SEP 1999,ETH,2,Enschede (NED),21 APR 2024
1230,2:09:21,Micah CHEMWENO,Men,Marathon,1997,KEN,2,Málaga (ESP),15 DEC 2024
1241,2:09:22,Vincent Kiplagat MITEI,Men,Marathon,10 AUG 1984,KEN,6,"Houston, TX (USA)",17 JAN 2010
1241,2:09:22,Maxim RĂILEANU,Men,Marathon,04 OCT 1994,MDA,34,Sevilla (ESP),18 FEB 2024
1243,2:09:23,Christoph HERLE,Men,Marathon,19 NOV 1955,FRG,4,London (GBR),21 APR 1985
1243,2:09:23,Toru MIMURA,Men,Marathon,01 DEC 1962,JPN,3,Oita (JPN),03 FEB 1991
1243,2:09:23,Akira MANAI,Men,Marathon,01 SEP 1971,JPN,4,Otsu (JPN),02 MAR 1997
1243,2:09:23,Grzegorz GAJDUS,Men,Marathon,16 JAN 1967,POL,4,Eindhoven (NED),12 OCT 2003
1243,2:09:23,Benjamin KIPCHUMBA,Men,Marathon,1976,KEN,2,Milano (ITA),28 NOV 2004
1243,2:09:23,Tomoya SHIMIZU,Men,Marathon,12 NOV 1980,JPN,5,Otsu (JPN),02 MAR 2008
1243,2:09:23,Satoshi IRIFUNE,Men,Marathon,14 DEC 1975,JPN,2,Fukuoka (JPN),07 DEC 2008
1243,2:09:23,Raymond KANDIE,Men,Marathon,07 SEP 1986,KEN,6,Barcelona (ESP),07 MAR 2010
1243,2:09:23,Abraham KIPLIMO,Men,Marathon,14 APR 1989,UGA,1,Oita (JPN),02 FEB 2014
1243,2:09:23,Felix KIMUTAI,Men,Marathon,12 FEB 1989,KEN,1,Dongying (CHN),20 APR 2019
1253,2:09:24,Hugh JONES,Men,Marathon,01 NOV 1955,GBR,1,London (GBR),09 MAY 1982
1253,2:09:24,David NGETICH,Men,Marathon,19 MAY 1980,KEN,1,Eindhoven (NED),10 OCT 1999
1253,2:09:24,Simon MUNYUTU,Men,Marathon,27 DEC 1977,FRA,11,Paris (FRA),06 APR 2008
1253,2:09:24,David TARUS,Men,Marathon,1978,KEN,6,Eindhoven (NED),11 OCT 2009
1253,2:09:24,Abdellah FALIL,Men,Marathon,1976,MAR,2,Gongju (KOR),17 OCT 2010
1253,2:09:24,Mesfin TESHOME,Men,Marathon,,ETH,10,Dubai (UAE),22 JAN 2016
1253,2:09:24,Melikhaya FRANS,Men,Marathon,05 FEB 1990,RSA,18,"Autzen Complex, Eugene, OR (USA)",17 JUL 2022
1253,2:09:24,Jorge CASTELBLANCO,Men,Marathon,23 SEP 1987,PAN,35,Sevilla (ESP),18 FEB 2024
1261,2:09:25,Alberto CHAICA,Men,Marathon,17 SEP 1973,POR,4,"Stade de France, Paris-St-Denis (FRA)",30 AUG 2003
1261,2:09:25,Joseph Nganga MAREGU,Men,Marathon,22 NOV 1977,KEN,3,Wien (AUT),19 APR 2009
1261,2:09:25,Cosmas Koech KIMUTAI,Men,Marathon,09 OCT 1985,KEN,6,Eindhoven (NED),10 OCT 2010
1261,2:09:25,Philemon LIMO,Men,Marathon,02 AUG 1985,KEN,3,Praha (CZE),13 MAY 2012
1261,2:09:25,Duncan Kipkurui MAIYO,Men,Marathon,05 AUG 1990,KEN,4,Eindhoven (NED),09 OCT 2016
1261,2:09:25,Werkuneh Seyoun ABOYE,Men,Marathon,1984,ETH,5,Roma (ITA),02 APR 2017
1261,2:09:25,Daniel MUINDI,Men,Marathon,10 NOV 1994,KEN,2,Cape Town (RSA),15 SEP 2019
1261,2:09:25,Simon BOCH,Men,Marathon,18 APR 1994,GER,1,Linz (AUT),16 APR 2023
1261,2:09:25,Isaac CHELUKO,Men,Marathon,10 DEC 1998,KEN,5,Roma (ITA),17 MAR 2024
1261,2:09:25,Alemu KOKEB,Men,Marathon,,ETH,2,Rabat (MAR),21 APR 2024
1271,2:09:26,Noriaki IGARASHI,Men,Marathon,28 OCT 1972,JPN,4,Fukuoka (JPN),03 DEC 2000
1271,2:09:26,Ben Kipruto CHEBET,Men,Marathon,22 FEB 1982,KEN,2,Padova (ITA),17 APR 2011
1271,2:09:26,Gizachew NEGASA,Men,Marathon,18 APR 1998,ETH,8,Barcelona (ESP),10 MAR 2019
1271,2:09:26,Benard KIPKORIR,Men,Marathon,10 OCT 1990,KEN,1,Bregenz (AUT),09 OCT 2022
1271,2:09:26,Yota IFUKU,Men,Marathon,23 DEC 2002,JPN,1,Nobeoka (JPN),11 FEB 2024
1271,2:09:26,Asnake DUBRE,Men,Marathon,18 JUL 1999,ETH,3,Wuhan (CHN),24 MAR 2024
1277,2:09:27,Bill RODGERS,Men,Marathon,23 DEC 1947,USA,1,"Boston, MA (USA)",16 APR 1979
1277,2:09:27,Elijah MUTAI CHEM,Men,Marathon,01 APR 1978,KEN,1,Chuncheon (KOR),23 OCT 2005
1277,2:09:27,Arado Urige BUTA,Men,Marathon,28 NOV 1982,ETH,2,Hamburg (GER),25 APR 2010
1277,2:09:27,Melaku ABERA,Men,Marathon,20 APR 1994,ETH,1,Oita (JPN),07 FEB 2016
1277,2:09:27,Birhanu ADDISIE,Men,Marathon,13 SEP 1995,ETH,2,Roma (ITA),10 APR 2016
1277,2:09:27,Kei KATANISHI,Men,Marathon,18 MAR 1997,JPN,34,Otsu (JPN),28 FEB 2021
1277,2:09:27,Yimer GETAHUN,Men,Marathon,28 JUN 1992,ISR,5,Hula Lake Park (ISR),14 MAR 2021
