Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
3293,2:12:53,Dickson MARWA MKAMI,Men,Marathon,09 MAR 1982,TAN,1,Brisbane (AUS),06 JUL 2003
3293,2:12:53,Eric GEROME,Men,Marathon,04 FEB 1969,BEL,10,Eindhoven (NED),12 OCT 2003
3293,2:12:53,Alfredo AREVALO,Men,Marathon,20 DEC 1976,GUA,3,Ottawa (CAN),30 MAY 2004
3293,2:12:53,Michael NGAASEKE,Men,Marathon,07 APR 1976,ZIM,15,Berlin (GER),26 SEP 2004
3293,2:12:53,Ping HE,Men,Marathon,02 JUL 1986,CHN,10,Beijing (CHN),18 OCT 2009
3293,2:12:53,Joseph MWANIKI,Men,Marathon,29 NOV 1988,KEN,6,Tokyo (JPN),28 FEB 2010
3293,2:12:53,Ji-hoon SUNG,Men,Marathon,21 MAR 1991,KOR,13,Seoul (KOR),17 MAR 2013
3293,2:12:53,Samuel KARANI,Men,Marathon,30 SEP 1986,KEN,2,Graz (AUT),14 OCT 2018
3293,2:12:53,Daniel Nderitu GATHERU,Men,Marathon,1983,KEN,4,Venezia (ITA),27 OCT 2019
3293,2:12:53,Andrey LEYMAN,Men,Marathon,13 APR 1987,RUS,1,Sochi (RUS),03 APR 2021
3293,2:12:53,Ben TRUE,Men,Marathon,29 DEC 1985,USA,7,"New York, NY (USA)",07 NOV 2021
3293,2:12:53,Chala BEYO,Men,Marathon,18 JAN 1996,ETH,8,Riyadh (KSA),10 FEB 2024
3313,2:12:54,Franco FAVA,Men,Marathon,03 SEP 1952,ITA,2,Reggio Emilia (ITA),25 APR 1976
3313,2:12:54,Ivan KOVALCHUK,Men,Marathon,03 AUG 1954,URS,6,Moskva (URS),24 MAY 1980
3313,2:12:54,Eloy SCHLEDER,Men,Marathon,26 JUL 1951,BRA,1,Sydney (AUS),08 JUN 1986
3313,2:12:54,Joseildo DA SILVA,Men,Marathon,20 FEB 1965,BRA,2,"Los Angeles, CA (USA)",01 MAR 1992
3313,2:12:54,Limin JING,Men,Marathon,09 APR 1974,CHN,9,Beijing (CHN),30 OCT 1994
3313,2:12:54,Jason LEHMKUHLE,Men,Marathon,04 OCT 1977,USA,5,"New York, NY (USA)",03 NOV 2007
3313,2:12:54,Kenta OSHIMA,Men,Marathon,29 JUN 1979,JPN,5,Tokyo (JPN),22 MAR 2009
3313,2:12:54,James KIRWA,Men,Marathon,1984,KEN,1,"Des Moines, IA (USA)",16 OCT 2011
3313,2:12:54,Joash MUTAI,Men,Marathon,11 JAN 1980,KEN,3,Porto (POR),06 NOV 2011
3313,2:12:54,Oleksandr MATVIICHUK,Men,Marathon,08 MAR 1984,UKR,1,Pyongyang (PRK),08 APR 2012
3313,2:12:54,Aaron BRAUN,Men,Marathon,28 MAY 1987,USA,7,"Houston, TX (USA)",18 JAN 2015
3313,2:12:54,Ryo KUCHIMACHI,Men,Marathon,11 JUL 1994,JPN,27,Osaka (JPN),27 FEB 2022
3313,2:12:54,Wataru TOCHIGI,Men,Marathon,08 MAY 1995,JPN,44,Osaka (JPN),25 FEB 2024
3326,2:12:55,Richard MABUZA,Men,Marathon,03 MAR 1946,SWZ,3,Christchurch (NZL),31 JAN 1974
3326,2:12:55,Tom RAUNIG,Men,Marathon,14 OCT 1959,USA,7,"Chicago, IL (USA)",16 OCT 1983
3326,2:12:55,Bernard FAURE,Men,Marathon,02 JUL 1953,FRA,2,Rouffach (FRA),23 OCT 1983
3326,2:12:55,Keita FUJINO,Men,Marathon,06 JUN 1967,JPN,4,Oita (JPN),04 FEB 1990
3326,2:12:55,Jorge MÁRQUEZ,Men,Marathon,19 MAR 1967,MEX,9,Rotterdam (NED),17 APR 1994
3326,2:12:55,Joel CHEPKOPOL,Men,Marathon,1983,KEN,1,Kassel (GER),16 MAY 2010
3326,2:12:55,Felix Kipkorir KANGOGO,Men,Marathon,1985,KEN,7,Sevilla (ESP),23 FEB 2014
3326,2:12:55,Ali ABDOSH,Men,Marathon,25 AUG 1987,ETH,6,Xiamen (CHN),03 JAN 2015
3326,2:12:55,Erick Leon NDIEMA,Men,Marathon,01 JAN 1990,KEN,1,Casablanca (MAR),28 OCT 2018
3326,2:12:55,Takahiro GUNJI,Men,Marathon,05 APR 1991,JPN,3,Nobeoka (JPN),10 FEB 2019
3326,2:12:55,Valentin PFEIL,Men,Marathon,17 JUL 1988,AUT,13,Wien (AUT),07 APR 2019
3326,2:12:55,Dean WILLIAMSON,Men,Marathon,,GBR,4,Manchester (GBR),03 APR 2022
3326,2:12:55,John CRAIN,Men,Marathon,27 MAY 1992,USA,7,"Duluth, MN (USA)",18 JUN 2022
3326,2:12:55,Samir BENALI,Men,Marathon,1988,MAR,8,Marrakech (MAR),29 JAN 2023
3326,2:12:55,Ignacio ERARIO,Men,Marathon,19 JAN 1996,ARG,1,Santa Rosa (ARG),14 APR 2024
3341,2:12:56,Ivan HUFF,Men,Marathon,31 JUL 1959,USA,6,"Cleveland, OH (USA)",12 NOV 1989
3341,2:12:56,Andrey TARASOV,Men,Marathon,26 JAN 1969,RUS,1,Kaliningrad (RUS),25 APR 1993
3341,2:12:56,Jackson OMWERI,Men,Marathon,1976,KEN,5,Eindhoven (NED),10 OCT 1999
3341,2:12:56,Joseph Nginyi KARIUKI,Men,Marathon,18 JAN 1970,KEN,8,Milano (ITA),02 DEC 2001
3341,2:12:56,Simon MAIYO,Men,Marathon,1976,KEN,5,Reims (FRA),23 OCT 2005
3341,2:12:56,Christopher KIPYEGO,Men,Marathon,13 JUN 1974,KEN,2,"Tempe, AZ (USA)",17 JAN 2010
3341,2:12:56,Thomos KIMAIYO,Men,Marathon,,KEN,6,Ahmedabad (IND),25 DEC 2011
3341,2:12:56,Chunhui LI,Men,Marathon,09 AUG 1992,CHN,3,Nanjing (CHN),29 NOV 2020
3341,2:12:56,Jebesa DABESA,Men,Marathon,,ETH,14,Barcelona (ESP),08 MAY 2022
3350,2:12:57,Matt WILSON,Men,Marathon,26 APR 1958,USA,3,"Duluth, MN (USA)",11 JUN 1983
3350,2:12:57,Roy ANDERSEN,Men,Marathon,02 APR 1955,NOR,4,"Houston, TX (USA)",19 JAN 1986
3350,2:12:57,Takashi KONDO,Men,Marathon,13 NOV 1959,JPN,6,Otsu (JPN),08 MAR 1987
3350,2:12:57,Osvaldo FAUSTINI,Men,Marathon,25 FEB 1956,ITA,5,Seoul (KOR),12 APR 1987
3350,2:12:57,José DA SILVA,Men,Marathon,23 JUN 1953,BRA,16,London (GBR),23 APR 1989
3350,2:12:57,Hideyuki OE,Men,Marathon,14 MAY 1969,JPN,9,Otsu (JPN),03 MAR 1996
3350,2:12:57,Mohammed Saleh ABDLAZIZ,Men,Marathon,,ERI,5,Verona (ITA),20 FEB 2011
3350,2:12:57,Tsegaye Bekele DISSASA,Men,Marathon,,ETH,10,Wien (AUT),17 APR 2011
3350,2:12:57,Wendwesen TILAHUN,Men,Marathon,,ETH,5,Pune (IND),29 JAN 2017
3350,2:12:57,Rafael Vicente LOZA BEJARANO,Men,Marathon,07 APR 1994,ECU,66,Sevilla (ESP),18 FEB 2024
3360,2:12:58,Yuriy VELIKORODNYKH,Men,Marathon,18 FEB 1942,URS,3,Debno (POL),16 MAY 1976
