Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1199,2:29:17,Adriana Aparecida DA SILVA,Women,Marathon,22 JUL 1981,BRA,8,Tokyo (JPN),26 FEB 2012
1199,2:29:17,Ayelu ABEBE HORDOFA,Women,Marathon,15 SEP 1987,ETH,1,Wuxi (CHN),19 MAR 2017
1199,2:29:17,Tigist TESHOME,Women,Marathon,11 MAR 1987,ETH,5,Barcelona (ESP),10 MAR 2019
1204,2:29:18,Yoshiko ICHIKAWA,Women,Marathon,18 APR 1976,JPN,8,Tokyo (JPN),18 NOV 2001
1204,2:29:18,Irina SAFAROVA,Women,Marathon,19 JUN 1969,RUS,11,London (GBR),14 APR 2002
1204,2:29:18,Hayley HAINING,Women,Marathon,06 MAR 1972,GBR,12,London (GBR),13 APR 2008
1207,2:29:19,Birgit STEPHAN,Women,Marathon,27 SEP 1964,GDR,3,Nagoya (JPN),06 MAR 1988
1207,2:29:19,Aniela NIKIEL-GŁOGOSZ,Women,Marathon,01 NOV 1965,POL,4,Reims (FRA),22 OCT 1995
1207,2:29:19,Yinli PAN,Women,Marathon,12 APR 1994,CHN,4,Nanjing (CHN),29 NOV 2020
1210,2:29:20,Margaret ATODONYANG,Women,Marathon,10 OCT 1978,KEN,3,Amsterdam (NED),19 OCT 2003
1210,2:29:20,Tabitha TSATSA,Women,Marathon,18 SEP 1972,ZIM,4,Seoul (KOR),16 MAR 2008
1210,2:29:20,Kaena TAKEYAMA,Women,Marathon,30 OCT 1995,JPN,9,Osaka (JPN),29 JAN 2023
1210,2:29:20,Fantu SHUGI,Women,Marathon,18 JAN 2001,ETH,2,Lisboa (POR),08 OCT 2023
1214,2:29:21,Adriana BARBU,Women,Marathon,17 JAN 1961,ROU,1,Marrakech (MAR),30 JAN 1994
1214,2:29:21,Astrid VERHOEVEN,Women,Marathon,02 FEB 1995,BEL,2,Eindhoven (NED),08 OCT 2023
1216,2:29:22,Sylvie BORNET,Women,Marathon,21 JAN 1960,FRA,1,St. Paul (USA),14 OCT 1990
1216,2:29:22,Rose KERUBO NYANGACHA,Women,Marathon,28 OCT 1976,KEN,2,Hamburg (GER),29 APR 2007
1216,2:29:22,Kinsey MIDDLETON,Women,Marathon,22 NOV 1992,CAN,5,"Houston, TX (USA)",15 JAN 2023
1219,2:29:23,Danièle KABER,Women,Marathon,20 APR 1960,LUX,7,"Olympic Stadium, Seoul (KOR)",23 SEP 1988
1219,2:29:23,Kazue KOJIMA,Women,Marathon,12 DEC 1965,JPN,1,Paris (FRA),30 APR 1989
1219,2:29:23,Anne Kibor JELAGAT,Women,Marathon,04 JUN 1969,KEN,1,Milano (ITA),30 NOV 2003
1219,2:29:23,Yumi HIRATA,Women,Marathon,22 JUN 1981,JPN,7,Nagoya (JPN),09 MAR 2008
1219,2:29:23,Militsa MIRCHEVA,Women,Marathon,24 MAY 1994,BUL,5,København (DEN),15 MAY 2022
1224,2:29:24,Lidiya VASILEVSKAYA,Women,Marathon,01 APR 1973,RUS,1,Enschede (NED),26 MAY 2002
1225,2:29:25,Beatriz ROS,Women,Marathon,12 MAY 1974,ESP,13,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003
1225,2:29:25,Workitu AYANU,Women,Marathon,19 APR 1987,ETH,5,Paris (FRA),11 APR 2010
1225,2:29:25,Florence Jepkosgei CHEPSOI,Women,Marathon,01 FEB 1984,KEN,1,Padova (ITA),17 APR 2011
1225,2:29:25,Pauline MUTWA THITU,Women,Marathon,04 JUL 1990,KEN,2,Hannover (GER),26 MAR 2023
1225,2:29:25,Anne-Marie BLANEY,Women,Marathon,09 SEP 1993,USA,17,"Chicago, IL (USA)",13 OCT 2024
1230,2:29:26,Hiroko NOMURA,Women,Marathon,01 JUL 1970,JPN,5,Osaka (JPN),26 JAN 1997
1230,2:29:26,Sumiko SUZUKI,Women,Marathon,10 MAR 1986,JPN,9,Tokyo (JPN),26 FEB 2012
1230,2:29:26,Chao YUE,Women,Marathon,05 JAN 1991,CHN,4,Seoul (KOR),15 MAR 2015
1233,2:29:27,Yu WANG,Women,Marathon,27 FEB 1984,CHN,4,Xiamen (CHN),27 MAR 2004
1233,2:29:27,René KALMER,Women,Marathon,03 NOV 1980,RSA,9,Berlin (GER),28 SEP 2014
1233,2:29:27,Rika SHINTAKU,Women,Marathon,19 OCT 1985,JPN,5,Osaka (JPN),25 JAN 2015
1233,2:29:27,Celia SULLOHERN,Women,Marathon,05 JUL 1992,AUS,1,Melbourne (AUS),15 OCT 2017
1237,2:29:28,Laura MÉNDEZ,Women,Marathon,06 NOV 1988,ESP,9,Enschede (NED),18 APR 2021
1237,2:29:28,Marina HMELEVSKAYA,Women,Marathon,30 JUL 1990,UZB,22,Berlin (GER),24 SEP 2023
1237,2:29:28,Nanaka IZAWA,Women,Marathon,13 APR 1991,JPN,8,Osaka (JPN),26 JAN 2025
1240,2:29:29,Sally EASTALL,Women,Marathon,05 JAN 1963,GBR,1,"Sacramento, CA (USA)",08 DEC 1991
1240,2:29:29,Rasa DRAZDAUSKAITĖ,Women,Marathon,20 MAR 1981,LTU,26,"Olympic Stadium, London (GBR)",05 AUG 2012
1240,2:29:29,Etalemahu HABTEWOLD,Women,Marathon,1990,ETH,1,Copenhagen (DEN),19 MAY 2019
1243,2:29:30,Chihiro TANAKA,Women,Marathon,13 NOV 1969,JPN,4,Nagoya (JPN),10 MAR 2002
1243,2:29:30,Elvan ABEYLEGESSE,Women,Marathon,11 SEP 1982,TUR,2,Istanbul (TUR),17 NOV 2013
1243,2:29:30,Chaltu WAKA,Women,Marathon,25 SEP 1985,ETH,3,Warszawa (POL),26 APR 2015
1243,2:29:30,Nancy KOECH,Women,Marathon,12 NOV 1986,KEN,4,Daegu (KOR),02 APR 2017
1243,2:29:30,Ruth VAN DER MEIJDEN,Women,Marathon,15 AUG 1984,NED,10,Enschede (NED),18 APR 2021
1248,2:29:31,Rosanna MUNEROTTO,Women,Marathon,03 DEC 1962,ITA,1,Torino (ITA),23 APR 1995
1248,2:29:31,Nobuko MATSUYAMA,Women,Marathon,17 DEC 1971,JPN,6,Osaka (JPN),26 JAN 1997
1248,2:29:31,Kazue OGOSHI,Women,Marathon,02 MAR 1981,JPN,13,Osaka (JPN),27 JAN 2008
1251,2:29:32,Jacqueline GAREAU,Women,Marathon,10 MAR 1953,CAN,2,"Houston, TX (USA)",06 JAN 1985
1251,2:29:32,Jennifer RHINES,Women,Marathon,01 JUL 1974,USA,4,Roma (ITA),26 MAR 2006
