Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1,2:11:53,Tigst ASSEFA,Women,Marathon,03 DEC 1996,ETH,1,Berlin (GER),24 SEP 2023
2,2:13:44,Sifan HASSAN,Women,Marathon,01 JAN 1993,NED,1,"Chicago, IL (USA)",08 OCT 2023
3,2:14:04,Brigid KOSGEI,Women,Marathon,20 FEB 1994,KEN,1,"Chicago, IL (USA)",13 OCT 2019
4,2:14:18,Ruth CHEPNGETICH,Women,Marathon,08 AUG 1994,KEN,1,"Chicago, IL (USA)",09 OCT 2022
5,2:14:58,Amane Beriso SHANKULE,Women,Marathon,13 OCT 1991,ETH,1,Valencia (ESP),04 DEC 2022
6,2:15:25,Paula RADCLIFFE,Women,Marathon,17 DEC 1973,GBR,1,London (GBR),13 APR 2003
7,2:15:51,Worknesh DEGEFA,Women,Marathon,28 OCT 1990,ETH,1,Valencia (ESP),03 DEC 2023
8,2:15:55,Sutume Asefa KEBEDE,Women,Marathon,11 DEC 1994,ETH,1,Tokyo (JPN),03 MAR 2024
9,2:16:07,Tigist KETEMA,Women,Marathon,15 SEP 1998,ETH,1,Dubai (UAE),07 JAN 2024
10,2:16:14,Rosemary WANJIRU,Women,Marathon,09 DEC 1994,KEN,2,Tokyo (JPN),03 MAR 2024
11,2:16:16,Peres JEPCHIRCHIR,Women,Marathon,27 SEP 1993,KEN,1,London (GBR),21 APR 2024
12,2:16:22,Almaz AYANA,Women,Marathon,21 NOV 1991,ETH,2,Valencia (ESP),03 DEC 2023
13,2:16:24,Joyciline JEPKOSGEI,Women,Marathon,08 DEC 1993,KEN,3,London (GBR),21 APR 2024
14,2:16:34,Megertu ALEMU,Women,Marathon,12 OCT 1997,ETH,4,London (GBR),21 APR 2024
15,2:16:49,Letesenbet GIDEY,Women,Marathon,20 MAR 1998,ETH,2,Valencia (ESP),04 DEC 2022
16,2:16:56,Tsehay GEMECHU,Women,Marathon,12 DEC 1998,ETH,2,Tokyo (JPN),05 MAR 2023
17,2:17:01,Mary Jepkosgei KEITANY,Women,Marathon,18 JAN 1982,KEN,1,London (GBR),23 APR 2017
18,2:17:23,Yalemzerf YEHUALAW,Women,Marathon,03 AUG 1999,ETH,1,Hamburg (GER),24 APR 2022
19,2:17:29,Sheila CHEPKIRUI,Women,Marathon,27 DEC 1990,KEN,3,Valencia (ESP),04 DEC 2022
20,2:17:36,Tadu TESHOME,Women,Marathon,09 JUN 2001,ETH,4,Valencia (ESP),04 DEC 2022
21,2:17:45,Lonah Chemtai SALPETER,Women,Marathon,12 DEC 1988,ISR,1,Tokyo (JPN),01 MAR 2020
22,2:17:56,Tirunesh DIBABA,Women,Marathon,01 OCT 1985,ETH,2,London (GBR),23 APR 2017
23,2:17:57,Angela TANUI,Women,Marathon,27 JUL 1992,KEN,1,Amsterdam (NED),17 OCT 2021
24,2:17:58,Degitu AZIMERAW,Women,Marathon,24 JAN 1999,ETH,2,London (GBR),03 OCT 2021
24,2:17:58,Ashete BEKERE,Women,Marathon,17 APR 1988,ETH,2,Tokyo (JPN),06 MAR 2022
26,2:17:59,Hiwot GEBREKIDAN,Women,Marathon,11 MAY 1995,ETH,3,Valencia (ESP),03 DEC 2023
27,2:18:03,Tigist ABAYECHEW,Women,Marathon,22 FEB 1994,ETH,3,Berlin (GER),25 SEP 2022
28,2:18:04,Joan Chelimo MELLY,Women,Marathon,10 NOV 1990,ROU,1,Seoul (KOR),17 APR 2022
29,2:18:05,Genzebe DIBABA,Women,Marathon,08 FEB 1991,ETH,2,Amsterdam (NED),16 OCT 2022
30,2:18:09,Ruti AGA,Women,Marathon,16 JAN 1994,ETH,1,Dongying (CHN),22 OCT 2023
31,2:18:11,Gladys CHERONO,Women,Marathon,12 MAY 1983,KEN,1,Berlin (GER),16 SEP 2018
31,2:18:11,Gotytom GEBRESLASE,Women,Marathon,15 JAN 1995,ETH,1,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022
31,2:18:11,Fancy CHEMUTAI,Women,Marathon,20 MAR 1995,KEN,5,Valencia (ESP),04 DEC 2022
34,2:18:20,Judith Jeptum KORIR,Women,Marathon,12 DEC 1995,KEN,2,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022
35,2:18:21,Meseret BELETE,Women,Marathon,16 SEP 1999,ETH,1,Amsterdam (NED),15 OCT 2023
36,2:18:22,Irine Chepet CHEPTAI,Women,Marathon,04 FEB 1992,KEN,1,Hamburg (GER),28 APR 2024
37,2:18:25,Winfridah Moraa MOSETI,Women,Marathon,10 FEB 1996,KEN,2,Hamburg (GER),28 APR 2024
38,2:18:29,Emily SISSON,Women,Marathon,12 OCT 1991,USA,2,"Chicago, IL (USA)",09 OCT 2022
39,2:18:30,Roza DEREJE,Women,Marathon,09 MAY 1997,ETH,1,Valencia (ESP),01 DEC 2019
40,2:18:31,Vivian Jepkemei CHERUIYOT,Women,Marathon,11 SEP 1983,KEN,1,London (GBR),22 APR 2018
41,2:18:33,Azmera ABREHA,Women,Marathon,31 JAN 1998,ETH,2,Valencia (ESP),01 DEC 2019
42,2:18:35,Birhane DIBABA,Women,Marathon,11 SEP 1993,ETH,2,Tokyo (JPN),01 MAR 2020
43,2:18:41,Magdalena SHAURI,Women,Marathon,25 FEB 1996,TAN,3,Berlin (GER),24 SEP 2023
44,2:18:47,Catherine NDEREBA,Women,Marathon,21 JUL 1972,KEN,1,"Chicago, IL (USA)",07 OCT 2001
44,2:18:47,Tiruye MESFIN,Women,Marathon,11 SEP 2002,ETH,6,Valencia (ESP),04 DEC 2022
46,2:18:48,Mestawut FIKIR,Women,Marathon,02 MAR 2000,ETH,2,Berlin (GER),29 SEP 2024
47,2:18:51,Workenesh EDESA,Women,Marathon,11 SEP 1992,ETH,4,Berlin (GER),25 SEP 2022
48,2:18:52,Tigist GIRMA,Women,Marathon,12 JUL 1993,ETH,7,Valencia (ESP),04 DEC 2022
49,2:18:58,Tiki GELANA,Women,Marathon,22 OCT 1987,ETH,1,Rotterdam (NED),15 APR 2012
50,2:18:59,Honami MAEDA,Women,Marathon,17 JUL 1996,JPN,2,Osaka (JPN),28 JAN 2024
51,2:19:00,Bosena MULATIE,Women,Marathon,21 NOV 2001,ETH,3,Berlin (GER),29 SEP 2024
52,2:19:07,Zeineba YIMER,Women,Marathon,17 JUN 1998,ETH,4,Berlin (GER),24 SEP 2023
53,2:19:10,Valary JEMELI,Women,Marathon,08 JUN 1991,KEN,1,Frankfurt (GER),27 OCT 2019
54,2:19:12,Mizuki NOGUCHI,Women,Marathon,03 JUL 1978,JPN,1,Berlin (GER),25 SEP 2005
54,2:19:12,Keira D'AMATO,Women,Marathon,21 OCT 1984,USA,1,"Houston, TX (USA)",16 JAN 2022
56,2:19:17,Betsy SAINA,Women,Marathon,30 JUN 1988,USA,5,Tokyo (JPN),03 MAR 2024
57,2:19:19,Irina MIKITENKO,Women,Marathon,23 AUG 1972,GER,1,Berlin (GER),28 SEP 2008
58,2:19:21,Senbere TEFERI,Women,Marathon,03 MAY 1995,ETH,5,Berlin (GER),24 SEP 2023
59,2:19:24,Hitomi NIIYA,Women,Marathon,26 FEB 1988,JPN,1,"Houston, TX (USA)",15 JAN 2023
59,2:19:24,Dera DIDA,Women,Marathon,26 OCT 1996,ETH,6,Berlin (GER),24 SEP 2023
61,2:19:27,Buzunesh GETACHEW,Women,Marathon,18 APR 1997,ETH,1,Frankfurt (GER),29 OCT 2023
62,2:19:30,Boru Feyse TADESE,Women,Marathon,19 NOV 1988,ETH,2,Dubai (UAE),26 JAN 2018
63,2:19:31,Asselefech MEDESSA MERGIA,Women,Marathon,23 JAN 1985,ETH,1,Dubai (UAE),27 JAN 2012
63,2:19:31,Nancy JELAGAT,Women,Marathon,1986,KEN,1,Valencia (ESP),05 DEC 2021
65,2:19:33,Rahma TUSA,Women,Marathon,14 SEP 1993,ETH,1,"Houston, TX (USA)",14 JAN 2024
66,2:19:34,Lucy Kabuu WANGUI,Women,Marathon,24 MAR 1984,KEN,2,Dubai (UAE),27 JAN 2012
67,2:19:36,Deena KASTOR,Women,Marathon,14 FEB 1973,USA,1,London (GBR),23 APR 2006
67,2:19:36,Yebrgual MELESE,Women,Marathon,18 APR 1990,ETH,3,Dubai (UAE),26 JAN 2018
69,2:19:39,Yingjie SUN,Women,Marathon,19 JAN 1979,CHN,1,Beijing (CHN),19 OCT 2003
70,2:19:41,Yoko SHIBUI,Women,Marathon,14 MAR 1979,JPN,1,Berlin (GER),26 SEP 2004
70,2:19:41,Tirfi TSEGAYE,Women,Marathon,25 NOV 1984,ETH,1,Dubai (UAE),22 JAN 2016
72,2:19:44,Florence KIPLAGAT,Women,Marathon,27 FEB 1987,KEN,1,Berlin (GER),25 SEP 2011
72,2:19:44,Helen BEKELE,Women,Marathon,21 NOV 1994,ETH,8,Berlin (GER),24 SEP 2023
74,2:19:46,Naoko TAKAHASHI,Women,Marathon,06 MAY 1972,JPN,1,Berlin (GER),30 SEP 2001
75,2:19:47,Sarah CHEPCHIRCHIR,Women,Marathon,27 JUL 1984,KEN,1,Tokyo (JPN),26 FEB 2017
76,2:19:50,Edna Ngeringwony KIPLAGAT,Women,Marathon,15 NOV 1979,KEN,2,London (GBR),22 APR 2012
76,2:19:50,Meseret ABEBAYAHAU,Women,Marathon,28 JUN 1998,ETH,2,Amsterdam (NED),15 OCT 2023
